VIN,TRANSACTION_ID,CORRECTION_VERBATIM,CUSTOMER_VERBATIM,REPAIR_DATE,CAUSAL_PART_NM,GLOBAL_LABOR_CODE_DESCRIPTION,PLATFORM,BODY_STYLE,VPPC,PLANT,BUILD_COUNTRY,LAST_KNOWN_DLR_NAME,LAST_KNOWN_DLR_CITY,REPAIRING_DEALER_CODE,DEALER_NAME,REPAIR_DLR_CITY,STATE,DEALER_REGION,REPAIR_DLR_POSTAL_CD,REPAIR_AGE,KM,COMPLAINT_CD,VEH_TEST_GRP,COUNTRY_SALE_ISO,ORD_SELLING_SRC_CD,OPTN_FAMLY_CERTIFICATION,OPTF_FAMLY_EMISSIOF_SYSTEM,GLOBAL_LABOR_CODE,TRANSACTION_CATEGORY,REPORTING_COST,TOTALCOST,LBRCOST,ENGINE,ENGINE_DESC,TRANSMISSION,TRANSMISSION_DESC,ENGINE_SOURCE_PLANT,ENGINE_TRACE_NBR,TRANSMISSION_SOURCE_PLANT,TRANSMISSION_TRACE_NBR,SRC_TXN_ID,SRC_VER_NBR,MEDIA_FLAG,VIN_MODL_DESGTR,LINE_SERIES,LAST_KNOWN_DELVRY_TYPE_CD,NON_CAUSAL_PART_QTY,SALES_REGION_CODE,VCL_MODL,REPAIR_EXPENSES,ISSUE_CATEGORY,SOLUN_ACTN_CATEGORY
1HC4YSEY6SF164779,13042,0130/0.4/0.3 total/0.7 replace steering.wontheat up,ck heated steering wheel inop,01-29-2024,WHEEL ASM-STRG *VERY DARK AT,Steering Wheel Replacement,Full-Size Trucks,Crew Cab,T1CCH,FLT,US,Eclipse Wheels,SIMI VALLEY,13-20701/295507,GrandView Auto Sales,SIMI VALLEY,CA,1,930651930,14,"16,932",0-0310,D06.6385,US,13,,,130,FREG,513.95,513.95,158.65,L5P,"DIESEL, 8 CYL, 6.6L, DI, V8, TURBO, DURAMAX, GEN 5 VAR. 1",MGM,"BYT 10 SPD, 10R1000, GRX, GEN 1, VAR 1",79253428,R2222881MRAX0788,8042172.0,Y0222790MKFX0888,2820991444,6,Y,CF20743,2500,23.0,0,1,"CF20743, 2500",672.6,Component Loose Fitting,Component Replaced
3HNKBKRSXSS106498,13035,"1replaced steering wheel, all ok",customer complaint steering wheel has buble under leather,01-29-2024,"WHEEL,STRG *JET BLACK",Steering Wheel Replacement,Crossover SUV,4 Door Utility,C1UC,RAM,MX,Grand Street Motors,TIMMINS,14-96214/169118,ApexStreet Auto,KAPUSKASING,ON,1,P5N2X2,4,"5,248",0-0890,T03.6151,CA,14,,FTB,130,FREG,320.96,362.69,40.15,LGX,"GAS, 6 CYL, 3.6L, V6, DI, DOHC, VVT, ALUM, GEN 2",M3V,"BYT 9 SPD, 9T65, GEN 1",37749264,W2222182JDRX0921,822972980.0,22222929CKBP0192,2820228982,4,N,1NS26,RS,10.0,0,1,"1NS26, RS",402.84,Component Loose Fitting,Component Replaced
1H1FF1R79N0134651,13034,replaced steering wheel for cover being loose inside.,c/s steering wheel cover loose and moving.,01-29-2024,WHEEL ASM-STRG *JET BLACK,Steering Wheel Replacement,Alpha,2 Door Coupe,A1BC,LGR,US,Pioneer Car Sales,NEW SMYRNA BEACH,13-29801/267093,UrbanShore Motors,SANFORD,FL,1,327717435,18,"16,169",0-0310,V06.2090,US,13,FE9,FTB,130,FREG,687.11,687.11,244.54,LT1,"GAS, 8 CYL, 6.2L, DI, AFM, VVT, HO, ALUM, GMNA",MI2,"BYT 10 SPD, 10L80, GRX, VAR 1, GEN 1",249196973,K2222972JWNX0182,17749294.0,R22229222HJX0489,2820244727,4,N,1AJ37,1SS(Automatic),10.0,0,1,"1AJ37, 1SS(Automatic)",931.65,Component Loose Fitting,Component Replaced
1HYS4RKL3SR469754,13048,diagnose and report rear wipers inop test and found dtcs u1134u0131u1615b19f2 u1103 u1132 check lin bus value fixed at 6 voltsnottoggling --remove rear panels and disconnect rear 3 row seat not working and rear wiper still has lin bus issue ---recheckvoltagestill stuck at 6 volts ---called tac opened case 9-11734286785 spoke with josh ---after following diagnostics for b19f2 sym00 itsaid follow other dtcs first ----he corrected issue by saying to diagnose b19f2 first ---diagnosis lead to replacement ofheatedsteering wheel ---order part ---re assemble all loose panels ----install steering wheel and clear dtcs test all acc all ok,rear wiper not working cust thawed out veh and jiggled the control arm a couple times then it worked after trying several timescustthinks signal is not getting fromn front to back wiring cust has a video of the process he performed diagnose report,01-29-2024,WHEEL ASM-STRG *BLACK,Steering Wheel Replacement,Full-Size Utility,4 Door Utility,T1YLF,ARL,US,Monarch Auto Co.,THORNHILL,14-96304/121504,BlueLine Auto Traders,PEMBROKE,ON,1,K8A7M3,2,"3,801",0-0621,T06.2375,CA,14,FE9,FTB,130,FREG,1181.54,1335.14,61.95,L87,"GAS, 8 CYL, V8, 6.2L, DI, DFM, ALUM, GEN 5",MHS,"BYT 10 SPD, 10L80, GRX, GEN 1, ATSS, ETRS, VAR 1",249196973,K2212981MFYX2807,287827.0,S2212092CKJX0788,2822088824,8,N,6F10906,1500,18.0,0,1,"6F10906, 1500",1397.0900000000001,Failure,Repaired
3HRFFHEL3SH345370,13036,replaced steering wheel assembly under warranty due to manfacturer defect. complete.,"cust states the steering wheel stitching is coming apart, please check and advise.",01-29-2024,WHEEL ASM-STRG *VERY DARK AT,Steering Wheel Replacement,Full-Size Trucks,Crew Cab,T1CGF,SIL,MX,RedRock Motors,CONWAY,11-40749/188183,SwiftEdge Car Sales,CONWAY,AR,1,720324732,4,"4,004",0-0312,T06.2375,US,48,FE9,FTB,130,FREG,474.01,474.01,72.84,L87,"GAS, 8 CYL, V8, 6.2L, DI, DFM, ALUM, GEN 5",MHS,"BYT 10 SPD, 10L80, GRX, GEN 1, ATSS, ETRS, VAR 1",830107152,N2212841MFYX0042,287827.0,S1212792CKJX0848,2820212298,4,N,TF10543,1500,18.0,0,1,"TF10543, 1500",546.85,Component Loose Fitting,Component Replaced
3HRF9EER4MH149522,13035,verified concern replaced steering wheel spoke cover,guest states steering wheel inserts right and left are peeling (sop he re),01-30-2024,APPLIQUE ASM-STRG WHL TR SPOKE CVR *VULCAN,Steering Wheel Spoke Cover Replacement,Full-Size Trucks,Crew Cab,T1CGF,SIL,MX,Diamond Peak Autos,PEMBROKE PINES,13-26215/165673,RoyalAuto Traders,SUNRISE,FL,1,333233202,39,"61,234",0-0890,T03.0351,US,48,FE9,FTB,50,FREG_POL,389.71,389.71,135.54,LM2,"DIESEL, 6 CYL, 3.0L, CRI, L6, DOHC, TURBO, VGT, AL UM, CSS50V",MQB,"BYT 10 SPD, 10L80, ATSS, CPA, GEN 2",70628511,V2202999GUGX0422,287827.0,S1201012BNJX2209,2820289728,4,N,TF10543,1500,10.0,0,1,"TF10543, 1500",525.25,Poor Quality Component,Component Replaced
1HRS8DED5MZ161956,13042,replaced steering wheel horn switch wiring harness and clock spring and steering wheel airbag coil verified thatsteeringwheelvolumeand radio controls were working and they are now working as designed customers concern was addressed labor code0020st,electrical system c s customer states cruze con trol does not work properly you can t see how muc h speed you areaddingordecreasingas well veh icle does not adjust speed while having a vehicle in front,01-30-2024,HARNESS ASM-STRG WHL HORN SW WRG,Steering Wheel Horn Switch Wiring Harness Replacement,Full-Size Trucks,Crew Cab,T1CGF,FTW,US,SpeedStar Motors,BOERNE,11-56790/117717,CrestRidge Motors,LAREDO,TX,1,780410006,33,"38,285",0-0310,T05.3386,US,48,FE9,FTB,20,FREG,674.27,674.27,500.07,L84,"GAS, 8 CYL, 5.3L, V8, DI, DFM, ALUM, GEN 5",MQE,"BYT 8 SPD, 8L90, ATSS, CPA, GEN 1",249196973,K2201282CU7X1170,8042172.0,B2201042XMLX9188,2820479011,10,N,TC10543,1500,10.0,1,1,"TC10543, 1500",1174.34,Other,Component Replaced
1HNSKDKD4NR281286,13035,replaced loose applique,8 info: information customer states vehicle steering wheel is making a clicking noise and rattling while driving.,01-31-2024,APPLIQUE ASM-STRG WHL TR SPOKE CVR *SYNTHESIS,Steering Wheel Spoke Cover Replacement,Full-Size Utility,4 Door Utility,T1YCF,ARL,US,Crestwood Car Sales,FLORENCE,13-24061/312143,HorizonWheel Auto,METAIRIE,LA,1,700036852,21,"55,915",0-0313,T05.3386,US,13,FE9,FTB,50,FREG,121.14,121.14,96.36,L84,"GAS, 8 CYL, 5.3L, V8, DI, DFM, ALUM, GEN 5",MHS,"BYT 10 SPD, 10L80, GRX, GEN 1, ATSS, ETRS, VAR 1",812040194,A2220992JW9X2090,287827.0,S1220922CKJX0199,2820191899,2,N,CF10906,1500,10.0,0,1,"CF10906, 1500",217.5,Component Loose Fitting,Component Replaced
3HRFFCER2NH609121,13043,removed old steering wheel and installed new one. tried new steering wheel and new one heats properly. all okay now...,customer states heated steering wheel only gets lukewarm not hot.,01-31-2024,WHEEL ASM-STRG *BLACK,Steering Wheel Replacement,Full-Size Trucks,Crew Cab,T1CGF,SIL,MX,LuxuryAuto Traders,SUDBURY,14-95472/121394,BlueStream Motors,SUDBURY,ON,1,P3A5K3,15,"42,217",0-0310,T03.0353,CA,14,FE9,FTB,130,FREG,474.12,535.75,90.83,LM2,"DIESEL, 6 CYL, 3.0L, CRI, L6, DOHC, TURBO, VGT, AL UM, CSS50V",MQC,"BYT 10 SPD, 10L80, ATSS, ETRS, CPA, GEN 2",70628511,V2222282CVCX0127,287827.0,S2222991CNJX0889,2820492289,4,N,TF10743,1500,16.0,0,1,"TF10743, 1500",626.58,Component Loose Fitting,Repaired
1H6DC5RK2L0132064,13036,corr- (0130) replace steering wheel,sop is in per customer the leather wrap on the back of steering wheel is loose sop is in approved by pra,01-31-2024,WHEEL ASM-STRG *JET BLACK,Steering Wheel Replacement,Luxury Car-2,4 Door Sedan,A2SL,LGR,US,Greenfield Auto Sales,CHANDLER,12-36154/279625,LibertyPeak Auto Sales,GLENDALE,AZ,1,853080000,46,"13,580",0-0310,LGMXV02.0041,US,12,FE9,FTB,130,FREG,394.83,457.225,108.0,LSY,"GAS, 4 CYL, L4, 2.0L, SIDI, DOHC, VVT, ALUM, TURB O, VAR 3",M5N,"BYT 8 SPD, 8L45, BAS+",830107152,N2200440CLWX0224,8042172.0,C2200240NELX0047,2820144122,4,N,6DD69,Sport,32.0,0,1,"6DD69, Sport",565.225,Component Loose Fitting,Component Replaced
5HAERDKW8SJ224112,13039,replaced steering wheel,customer states steering wheel cover coming off on bottom side of steering wheel,01-31-2024,WHEEL ASM-STRG *JET BLACK,Steering Wheel Replacement,Crossover SUV,4 Door Utility,C1YB,DEL,US,WestEnd Car Dealers,LUFKIN,11-45441/256599,Platinum Road Traders,LUFKIN,TX,1,759015601,3,"4,728",0-0890,T03.6151,US,11,FE9,FTB,130,FREG,608.01,608.01,58.43,LFY,"GAS, 6 CYL, V6, 3.6L, SIDI, DOHC, ATSS, GEN 1+",M3W,"TRANSMISSION BYT 9 SPD, 9T65, ETRS GEN 1",K,210900289,8042172.0,22221892QKBY1909,2820982891,4,Y,4ND56,Avenir,10.0,0,1,"4ND56, Avenir",666.4399999999999,Component Loose Fitting,Component Replaced
1HKS2CKL2NR279082,13036,checked and found code -b1a4c-92-heated steering wheel - performance. checked and found power ground and signal going to heatedsteering whe el. removed and replaced steering wheel cleared codes and rechecked.,customer states that the heated steering wheel intermittently does not work / states that the light does not illuminate at all andthe steer ing wheel does not heat---please advise (customer showed advisor a vid eo of it happening),01-31-2024,"WHEEL ASM,STRG",Steering Wheel Replacement,Full-Size Utility,4 Door Utility,T1UGF,ARL,US,MetroStar Motors,SCOTTSDALE,13-39017/162639,CityEdge Auto Sales,SCOTTSDALE,AZ,1,852601901,21,"55,638",0-0310,T06.2375,US,48,YF5,FUC,130,FREG,365.36,365.36,129.06,L87,"GAS, 8 CYL, V8, 6.2L, DI, DFM, ALUM, GEN 5",MHS,"BYT 10 SPD, 10L80, GRX, GEN 1, ATSS, ETRS, VAR 1",249196973,K2220892JW4X1979,287827.0,S2220782CKJX0921,2820194999,4,N,TF10706,1500,10.0,0,1,"TF10706, 1500",494.42,Component Loose Fitting,Component Replaced
3HRFFCER0NH647253,13037,replaced steering wheel and retest system operating as designed at this time preauth 494643400000,cust states steering wheel does not heat up completely only one small spot sop in,01-31-2024,WHEEL ASM-STRG *JET BLACK,Steering Wheel Replacement,Full-Size Trucks,Crew Cab,T1CGF,SIL,MX,Ironclad Auto Sales,JACKSONVILLE,11-40020/184564,GoldStar Motors,ORLANDO,FL,1,328087999,17,"56,950",0-0890,T03.0353,US,48,FE9,FTB,130,FREG,551.25,551.25,100.17,LM2,"DIESEL, 6 CYL, 3.0L, CRI, L6, DOHC, TURBO, VGT, AL UM, CSS50V",MQC,"BYT 10 SPD, 10L80, ATSS, ETRS, CPA, GEN 2",70628511,V2222992CVCX0222,287827.0,S1222081CNJX2982,2820198294,6,N,TF10543,1500,10.0,0,1,"TF10543, 1500",651.42,Component Loose Fitting,Component Replaced
3HCFDHEL2SH305075,13038,???????????????????????cc?0890 fc?2039pra#490428700000 ?? op?0130 0.50 ??,leather on steering wheel coming loose on bottom.,01-31-2024,WHEEL ASM-STRG *JET BLACK,Steering Wheel Replacement,Full-Size Trucks,Crew Cab,T1CCF,SIL,MX,AllStar Car Traders,JOPLIN,13-37632/308259,SummitDrive Car Sales,JOPLIN,MO,1,648044415,7,"2,428",0-0890,T06.2375,US,13,FE9,FTB,130,FREG,475.85,475.85,64.71,L87,"GAS, 8 CYL, V8, 6.2L, DI, DFM, ALUM, GEN 5",MHS,"BYT 10 SPD, 10L80, GRX, GEN 1, ATSS, ETRS, VAR 1",830107152,N2212221MFYX0227,287827.0,S2212292CKJX0982,2820191222,4,N,CF10543,1500,18.0,0,1,"CF10543, 1500",540.5600000000001,Component Loose Fitting,Other
1H1FY6S0XN4126832,13060,replaced steering wheel,customer states the heated steering wheel does not work,02-01-2024,MODULE ASM-STRG WHL HT CONT,Heated Steering Wheel Module Replacement,Global Gamma,4 Door Sedan,C121,ORI,US,Silverline Motors,MEDFORD,13-19071/114392,Redstone Auto Co.,SALEM,OR,1,973010000,18,"25,178",0-0310,V00.0002,US,13,YF5,,2400,FREG,126.63,126.63,42.62,EN0,NONE,MMF,"BYT, ELECTRIC, GM, GEM, GEN 2, DRIVE UNIT, X68F",,,,,2822121929,4,N,1FF48,LT,10.0,0,1,"1FF48, LT",169.25,Component Loose Fitting,Component Replaced
1HCFDEEL5SZ298766,13040,"performed circuit/ system verification and testing per doc id-5316968. lead to replace steering wheel heater, service assteeringwheel assembly. remove and replace steering wheel assembly, cleared dtcs and verified operation of the steering wheelheater.0130 .5","customer states heated steering wheel wont heat up, light wont turn on",02-01-2024,WHEEL ASM-STRG *VERY DARK AT,Steering Wheel Replacement,Full-Size Trucks,Crew Cab,T1CCF,FTW,US,GoldRush Car Sales,SANDUSKY,13-28178/113620,EaglePeak Motors,SANDUSKY,OH,1,448705358,3,"8,991",0-0310,T06.2375,US,13,NE1,FUC,130,FREG,484.24,622.24,88.8,L87,"GAS, 8 CYL, V8, 6.2L, DI, DFM, ALUM, GEN 5",MHS,"BYT 10 SPD, 10L80, GRX, GEN 1, ATSS, ETRS, VAR 1",2127157,T1212811MFYX0082,17749294.0,R2212842CKJX0091,2820890742,6,N,CF10543,1500,16.0,0,1,"CF10543, 1500",711.04,Component Loose Fitting,Component Replaced
3HCFDHELXSH293533,13037,removed steering wheel following service information procedure and replaced steering wheel with new assembly and confirmed allfunctions work as designed labor code 0130 labor time .5 no diag time,c/s: steering wheel bubbling please refrence ro 400375 for pra auth 494226600000,02-01-2024,WHEEL ASM-STRG *JET BLACK,Steering Wheel Replacement,Full-Size Trucks,Crew Cab,T1CCF,SIL,MX,Summit Peak Motors,NORFOLK,13-14117/113725,Westwood Auto Sales,NORFOLK,VA,1,235022856,5,"15,886",0-0890,T06.2375,US,13,FE9,FTB,130,FREG,490.17,490.17,79.12,L87,"GAS, 8 CYL, V8, 6.2L, DI, DFM, ALUM, GEN 5",MHS,"BYT 10 SPD, 10L80, GRX, GEN 1, ATSS, ETRS, VAR 1",830107152,N2212221MFYX0420,287827.0,S1212082CKJX0018,2820199228,4,N,CF10543,1500,35.0,0,1,"CF10543, 1500",569.29,Component Loose Fitting,Component Replaced
5HAERAKW0MJ183761,13039,"accessed, removed and replaced the steering wheel. the system is now operating as designed. labor op0130 time units (tu) .7.","customer states right side of steering is peeling, auth # 494344600000",02-02-2024,WHEEL ASM-STRG *BLACK,Steering Wheel Replacement,Crossover SUV,4 Door Utility,C1YB,DEL,US,Evergreen Auto Group,SHERMAN OAKS,11-46213/119157,TitanEdge Motors,SHERMAN OAKS,CA,1,914232681,34,"59,272",0-0310,T03.6151,US,11,YF5,FUC,130,FREG_POL,402.06,440.06,91.88,LFY,"GAS, 6 CYL, V6, 3.6L, SIDI, DOHC, ATSS, GEN 1+",M3W,"TRANSMISSION BYT 9 SPD, 9T65, ETRS GEN 1",K,220890799,8042172.0,22220809FKBY1982,2820879994,10,N,4NF56,Preferred,10.0,0,1,"4NF56, Preferred",531.94,Poor Quality Component,Component Replaced
2HC4YFE74R1152517,13038,replaced steering wheel.,customer states steering wheel bottom is loose,02-02-2024,WHEEL ASM-STRG *JET BLACK,Steering Wheel Replacement,Full-Size Trucks,Crew Cab,T1CCH,OS2,CA,Victory Car Dealers,GRAND RAPIDS,13-14819/243038,CrystalWheels Auto,GRAND RAPIDS,MN,1,557444215,2,"6,428",0-0890,D06.6230,US,13,FE9,FTB,130,FREG,319.43,319.43,55.46,L8T,"GAS, 8 CYL, 6.6L, SIDI, VVT, CAST IRON",MKM,"BYT 10 SPD, RWD 4.54 1ST, 2.86 2ND, 2.06 3RD, 1.7 1 4TH, 1.48 5TH, 1.26 6TH, 1.00 7TH, 10L",2127157,T1212894MGUX2872,8042172.0,Y0212941MSFX0844,2820499119,4,N,CF30743,3500,18.0,0,1,"CF30743, 3500",374.89,Component Loose Fitting,Component Replaced
3HCSY9EL8NH181074,13044,remove and replace steering wheel,customer states steering wheel de-laminating,02-02-2024,WHEEL ASM-STRG *JET BLACK,Steering Wheel Replacement,Full-Size Trucks,Crew Cab,T1CCF,SIL,MX,Royal Wheels Auto Sales,SOMERTON PARK,AU-61501/316061,VictoryDrive Motors,SOMERTON PARK,SA,4,5044,17,"48,548",0-0315,T06.2375,AU,72,FE9,FTB,130,FREG,458.56,458.56,68.66,L87,"GAS, 8 CYL, V8, 6.2L, DI, DFM, ALUM, GEN 5",MQB,"BYT 10 SPD, 10L80, ATSS, CPA, GEN 2",830107152,N2221892JW4X0124,287827.0,S2221442XKJX0910,2822088042,2,N,CF18543,1500,,1,4,"CF18543, 1500",527.22,Component Loose Fitting,Component Replaced
1H1FZ6S06N4112021,13044,replaced steering wheel and torqued all bolts to spec. checked opeation and heated wheel now is operation.,"customer states heated steering wheel is not working, inspect and advise.",02-02-2024,WHEEL ASM-STRG *JET BLACK,Steering Wheel Replacement,Global Gamma,4 Door Sedan,C121,ORI,US,Prestige Drive Motors,POST FALLS,13-36275/114456,SilverShore Car Traders,POST FALLS,ID,1,838545365,15,"27,882",0-0310,V00.0002,US,13,NE1,,130,FREG,512.28,512.28,100.1,EN0,NONE,MMF,"BYT, ELECTRIC, GM, GEM, GEN 2, DRIVE UNIT, X68F",,,,,2822087199,4,Y,1FG48,Premier,10.0,0,1,"1FG48, Premier",612.38,Failure,Component Replaced
1HNSKRKL5SR469158,13038,r&r steering wheel.,install sop. customer states the stitching on the steering wheel is coming loose. pra accepted pre-authorization number 493070000000,02-02-2024,WHEEL ASM-STRG *JET BLACK,Steering Wheel Replacement,Full-Size Utility,4 Door Utility,T1UCF,ARL,US,Apex Auto Traders,BOLINGBROOK,13-11298/227245,DiamondEdge Auto,BOLINGBROOK,IL,1,604403522,5,491,0-0890,T06.2375,US,13,FE9,FTB,130,FREG,388.02,388.02,96.93,L87,"GAS, 8 CYL, V8, 6.2L, DI, DFM, ALUM, GEN 5",MHS,"BYT 10 SPD, 10L80, GRX, GEN 1, ATSS, ETRS, VAR 1",249196973,K2212981MFYX2092,17749294.0,R2212882CKJX0981,2820480799,6,Y,CF10706,1500,10.0,0,1,"CF10706, 1500",484.95,Component Loose Fitting,Other
1HKS2JKL0SR471303,13038,test drove and duplicated customers concern. found super cruise inop. found dtc b19f2 00 heated steering wheel module code in imageprocessing module. found doc id 6270800 found code was current and would not clear. found new wheel will be needed. reached out totac and found issue to be steering wheel/module. part on order. pra 495999100000 2/2/2024 replaced steering wheel/module andcleared codes. performed test drive on i-95 and found super cruise to be fully functional after repairs.,customer states super cruise inoperative.,02-02-2024,WHEEL ASM-STRG *JET BLACK,Steering Wheel Replacement,Full-Size Utility,4 Door Utility,T1YGF,ARL,US,Coastal Auto Sales,DANVERS,48-06248/316810,LuxeWheel Motors,DANVERS,MA,1,19233197,3,"3,246",0-0310,T06.2375,US,48,NE1,FUC,130,FREG,1268.82,1268.82,69.8,L87,"GAS, 8 CYL, V8, 6.2L, DI, DFM, ALUM, GEN 5",MHS,"BYT 10 SPD, 10L80, GRX, GEN 1, ATSS, ETRS, VAR 1",830107152,N2212081MFYX0422,287827.0,S2212092CKJX1212,2820809208,4,N,TF10906,1500,16.0,0,1,"TF10906, 1500",1338.62,Other,Component Replaced
1HYKSMRK4SZ003287,13039,replace steering wheel claim type b 0130 0.5 pre-repair authorizati on id-497269600000,"customer statesburr on right side of steering wheel, stich coming off.",02-02-2024,WHEEL ASM-STRG *BACKEN BLACKK,Steering Wheel Replacement,BEV,4 Door Utility,L233-LSOP,SHT,US,StarDrive Motors,CARLSBAD,11-46346/118677,CoastalCar Traders,SIGNAL HILL,CA,1,907551909,9,"9,870",0-0890,T00.0006,US,12,YF5,FF6,130,FREG,1480.02,1480.02,108.22,EN0,NONE,MF1,NONE,,,,,2820989419,4,N,6MB26,Lux-1,10.0,0,1,"6MB26, Lux-1",1588.24,Component Loose Fitting,Component Replaced
1H1FW6S05N4120118,13052,"scanner test, no trouble code. check bulletin, none. disassemble air bag module. disconnect steering module. checkcurrentandground,ok.continue diag.files at the base of the heater at the steering are user,open circuit. order steering, part 10 days. filled steering wheel","steering wheel is not heating anymore. light comes on but no heat. if turned off, and try to put it back on, the light wo ntcomeon,please check faut faire une preauthorisation avant de changer piece faut faire une preauthorisation avant de changer piece",02-02-2024,WHEEL ASM-STRG *JET BLACK,Steering Wheel Replacement,Global Gamma,4 Door Sedan,C110,ORI,US,Horizon Peak Auto Co.,PINCOURT,14-86920/241623,PlatinumStar Auto,PINCOURT,PQ,1,J7W0K8,17,"35,920",0-0890,V00.0002,CA,14,FE9,FT7,130,FREG,312.43,359.21,81.84,EN0,NONE,MMF,"BYT, ELECTRIC, GM, GEM, GEN 2, DRIVE UNIT, X68F",,,,,2822208721,10,N,1FB48,1LT,10.0,0,1,"1FB48, 1LT",441.04999999999995,Component Loose Fitting,Other
3HRFFDER8NH522491,13039,0130.5 replace steering wheel,cs blemish on steering wheel sop in,02-02-2024,WHEEL ASM-STRG *JET BLACK,Steering Wheel Replacement,Full-Size Trucks,Crew Cab,T1CGF,SIL,MX,Velocity Wheels,HOUSTON,11-45870/322530,ApexShore Motors,HOUSTON,TX,1,770653605,22,"62,183",0-0890,T03.0353,US,48,FE9,FTB,130,FREG_POL,430.11,430.11,86.07,LM2,"DIESEL, 6 CYL, 3.0L, CRI, L6, DOHC, TURBO, VGT, AL UM, CSS50V",MQC,"BYT 10 SPD, 10L80, ATSS, ETRS, CPA, GEN 2",70628511,V2220842CVCX0228,287827.0,S2220701CNJX0928,2820990411,6,Y,TF10543,1500,10.0,0,1,"TF10543, 1500",516.1800000000001,Component Loose Fitting,Component Replaced
1HR49RE78SF167912,13041,remove and replace steering wheel,customer states steering wheel leather trim is coming un-stitched at the 6 o'clock position. . .claim approved by gm(487258100000),02-03-2024,WHEEL ASM-STRG *JET BLACK,Steering Wheel Replacement,Full-Size Trucks,Crew Cab,T1CGH,FLT,US,WestBay Motors,MANSFIELD,48-06190/316635,SilverRoad Motors,MANSFIELD,MA,1,20481902,9,"30,941",0-0890,D06.6398,US,48,,,130,FREG,507.32,507.32,59.34,L8T,"GAS, 8 CYL, 6.6L, SIDI, VVT, CAST IRON",MYD,"BYT 6 SPD, HMD, 6L90",2127157,T1222901L71X0198,8042172.0,920D8AYE80290400,2820728274,6,Y,TF20743,2500,18.0,0,1,"TF20743, 2500",566.66,Component Loose Fitting,Component Replaced
1HNSKRKD6RR110090,13042,steering wheel replacement,customers states the stitching is coming undo ne on the steering,02-05-2024,WHEEL ASM-STRG *JET BLACK,Steering Wheel Replacement,Full-Size Utility,4 Door Utility,T1UCF,ARL,US,BlueHorizon Autos,MIDLOTHIAN,13-14002/227353,Crestview Auto Sales,MIDLOTHIAN,VA,1,231120000,2,"5,666",0-0312,T05.3386,US,13,FE9,FTB,130,FREG,435.26,435.26,61.08,L84,"GAS, 8 CYL, 5.3L, V8, DI, DFM, ALUM, GEN 5",MHS,"BYT 10 SPD, 10L80, GRX, GEN 1, ATSS, ETRS, VAR 1",249196973,K2211211MF1X2480,287827.0,S2211222CKJX2809,2820889729,8,Y,CF10706,1500,10.0,0,1,"CF10706, 1500",496.34,Other,Component Replaced
3HCFDDED5NH572905,13065,"autorización aceptada, volante reemplazado para corregir la preocupación",cs steering wheel leather is coming undone at lower section,02-05-2024,WHEEL ASM-STRG *JET BLACK,Steering Wheel Replacement,Full-Size Trucks,Crew Cab,T1CCF,SIL,MX,Uptown Auto Sales,WEST VALLEY CITY,13-11028/112853,SummitEdge Motors,AUBURN,IN,1,467062010,21,"33,819",0-0890,T05.3386,US,13,FE9,FTB,130,FREG,205.96,238.04,63.71,L84,"GAS, 8 CYL, 5.3L, V8, DI, DFM, ALUM, GEN 5",MHT,"BYT 10 SPD, 10R80, GRX, GEN 1, ATSS, VAR 1",812040194,A2222292JW9X2280,287827.0,S1222212BKJX2289,2822178289,14,Y,CF10543,1500,10.0,0,1,"CF10543, 1500",301.75,Component Loose Fitting,Other
1HR49XEY6RF285876,13052,replaced steering column harness with additional air bag,general concern [[covered by w] service safety restraints light],02-05-2024,HARNESS ASM-STRG WHL HORN SW WRG,Steering Wheel Horn Switch Wiring Harness Replacement,Full-Size Trucks,Crew Cab,T1CGH,FLT,US,Golden Wheel Motors,SAN ANTONIO,11-45651/118664,HorizonStar Auto,SAN ANTONIO,TX,1,782321415,3,"9,088",0-0621,D06.6385,US,48,FE9,FTB,20,FREG,1166.27,1166.27,190.58,L5P,"DIESEL, 8 CYL, 6.6L, DI, V8, TURBO, DURAMAX, GEN 5 VAR. 1",MGM,"BYT 10 SPD, 10R1000, GRX, GEN 1, VAR 1",79253428,R2211274JFHX0197,8042172.0,Y0211271MKFX0248,2822044999,6,Y,TF20743,2500,10.0,1,1,"TF20743, 2500",1356.85,Other,Component Replaced
3HNKBCR47NS151581,13039,replaced steering wheel,steering wheel bezel bubbling sop in,02-05-2024,WHEEL ASM-STRG *JET BLACK,Steering Wheel Replacement,Crossover SUV,4 Door Utility,C1UC,RAM,MX,Ridgeview Car Sales,CAPE CORAL,13-26013/169633,LegacyRoad Motors,CAPE CORAL,FL,1,339912046,23,"58,324",0-0310,T02.0500,US,13,FE9,FTB,130,FREG_POL,284.89,284.89,57.2,LSY,"GAS, 4 CYL, L4, 2.0L, SIDI, DOHC, VVT, ALUM, TURB O, VAR 3",M3T,"EU:N:X:Z|TRANSMISSION BYT 9 SPD, 9T60, GEN 1",830107152,N2220202JUHX0917,822972980.0,22220280WHBP0898,2820871997,4,Y,1NF26,2LT,10.0,0,1,"1NF26, 2LT",342.09,Component Loose Fitting,Component Replaced
